File Name,Mobile phase,Gradient,Instrument,Optimalization,Sample,RT (min),Spermine,Spermidine,Putrescine
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.056,333,0,19
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.06,288,47,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.064,356,0,15
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.068,381,46,431
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.071,260,70,72
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.075,375,136,28
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.079,317,91,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.083,155,15,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.086,360,129,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.09,211,49,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.094,396,49,21
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.098,309,85,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.101,133,31,13
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.105,308,15,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.109,238,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.113,318,79,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.116,377,24,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.12,297,60,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.124,194,89,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.127,389,11,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.131,448,435,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.135,277,67,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.139,215,117,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.142,232,101,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.146,156,105,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.15,322,21,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.154,269,90,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.157,503,50,20
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.161,419,61,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.165,248,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.169,320,182,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.172,216,87,13
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.176,291,61,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.18,206,15,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.184,130,41,13
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.187,226,128,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.191,254,91,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.195,206,118,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.199,207,24,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.202,318,83,34
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.206,165,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.21,139,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.214,229,38,50
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.217,188,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.221,145,185,567
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.225,173,110,19
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.228,137,88,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.232,303,69,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.236,161,34,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.24,230,28,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.243,231,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.247,188,37,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.251,84,74,21
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.255,218,50,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.258,256,114,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.262,0,29,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.266,289,117,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.27,250,91,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.273,132,146,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.277,155,51,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.281,174,24,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.284,164,79,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.288,96,80,33
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.292,226,37,8
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.296,289,115,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.299,261,130,27
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.303,258,34,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.307,220,150,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.311,144,20,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.314,221,25,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.318,173,42,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.322,128,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.326,258,96,17
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.329,84,54,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.333,311,48,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.337,220,143,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.341,0,74,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.344,166,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.348,214,19,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.352,158,72,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.355,0,15,15
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.359,95,43,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.363,154,113,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.367,93,32,152
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.37,225,18,212
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.374,71,111,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.378,174,131,16
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.382,98,63,57
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.385,49,25,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.389,271,92,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.393,148,70,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.397,205,0,13
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.4,145,139,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.404,155,124,34
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.408,38,80,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.412,124,11,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.415,81,84,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.419,99,76,33
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.423,0,53,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.427,119,17,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.43,114,37,34
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.434,114,18,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.438,77,43,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.441,0,17,13
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.456,124,85,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.46,92,15,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.464,30,60,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.468,276,14,71
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.471,237,33,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.475,98,28,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.479,0,104,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.483,0,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.486,0,59,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.49,137,51,86
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.494,116,179,24
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.498,204,75,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.501,124,29,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.505,106,47,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.509,80,0,36
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.513,129,69,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.516,56,24,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.52,0,54,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.524,0,0,19
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.527,40,21,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.531,165,13,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.535,131,32,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.539,191,18,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.542,259,60,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.546,39,40,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.55,120,98,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.554,82,68,30
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.557,153,65,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.561,128,58,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.565,92,14,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.569,118,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.572,140,90,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.576,120,49,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.58,147,96,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.584,130,30,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.587,51,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.591,158,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.595,28,23,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.598,98,16,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.602,0,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.606,0,99,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.61,0,33,28
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.613,51,48,13
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.617,83,26,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.621,106,45,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.625,42,36,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.628,203,103,25
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.632,96,39,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.636,161,31,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.64,101,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.643,68,57,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.647,48,96,16
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.651,89,47,259
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.655,22,26,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.658,94,17,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.662,119,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.666,0,24,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.669,148,27,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.673,0,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.677,119,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.681,0,134,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.684,87,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.688,109,42,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.692,86,99,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.696,44,46,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.699,133,85,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.703,82,34,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.707,165,94,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.711,0,31,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.714,55,86,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.718,0,17,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.722,87,23,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.726,94,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.729,155,49,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.733,46,38,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.737,117,32,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.74,160,39,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.744,0,13,44
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.748,78,140,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.752,34,69,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.755,143,57,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.759,59,31,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.763,0,16,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.767,87,72,15
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.77,123,100,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.774,101,31,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.778,0,57,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.782,85,27,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.785,127,13,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.789,135,28,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.793,88,93,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.797,121,20,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.8,49,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.804,60,74,16
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.808,32,101,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.811,0,73,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.815,71,33,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.819,83,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.823,36,63,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.826,149,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.83,57,35,36
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.834,143,39,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.838,81,34,40
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.841,0,20,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.845,102,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.849,128,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.853,110,0,39
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.856,110,37,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.86,107,64,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.864,57,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.868,106,34,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.871,150,57,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.875,0,0,15
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.879,57,52,18
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.882,193,96,17
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.886,276,36,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.89,0,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.894,108,18,20
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.897,13,15,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.901,69,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.905,31,19,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.909,17,46,19
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.912,106,43,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.916,82,27,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.92,59,0,14
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.924,65,18,35
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.927,50,14,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.931,41,25,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.935,94,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.939,71,22,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.942,182,13,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.946,180,8,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.95,60,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.953,33,42,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.957,85,99,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.961,100,114,14
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.965,156,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.968,14,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.972,0,60,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.976,53,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.98,88,0,0
20240917_PA_Test_PA_011,MP5,Grad1,G2,Mobile phase,PA mix 10 然,2.995,15,0,0
,,,,,,,,,
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.304,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.307,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.311,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.315,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.319,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.322,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.326,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.33,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.334,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.337,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.341,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.345,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.348,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.352,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.356,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.36,0,0,0
20240916_PA_Test_PA_010,MP4,Grad2,G2,Gradient,PA mix 10 然,0.363,0,0,0
